Compound,outputs,inputs
Tamoxifen,caspase-3 activation,"Estrogen exerts neuroprotective effects and reduces beta-amyloid accumulation in models of Alzheimers disease AD. A few years ago, a new neuroprotective gene, i.e. seladin-1 for selective AD indicator-1, was identified and found to be down-regulated in AD vulnerable brain regions. Seladin-1 inhibits the activation of caspase-3, a key modulator of apoptosis. In addition, it has been demonstrated that the seladin-1 gene encodes 3beta-hydroxysterol Delta24-reductase, which catalyzes the synthesis of cholesterol from desmosterol. We have demonstrated previously that in fetal neuroepithelial cells, 17beta-estradiol 17betaE2, raloxifene, and tamoxifen exert neuroprotective effects and increase the expression of seladin-1. The aim of the present study was to elucidate whether seladin-1 is directly involved in estrogen-mediated neuroprotection. Using the small interfering RNA methodology, significantly reduced levels of seladin-1 mRNA and protein were obtained in fetal neuroepithelial cells. Seladin-1 silencing determined the loss of the protective effect of 17betaE2 against beta-amyloid and oxidative stress toxicity and caspase-3 activation. A computer-assisted analysis revealed the presence of half-palindromic estrogen responsive elements upstream from the coding region of the seladin-1 gene. A 1490-bp region was cloned in a luciferase reporter vector, which was transiently cotransfected with the estrogen receptor alpha in Chinese hamster ovarian cells. The exposure to 17betaE2, raloxifene, tamoxifen, and the soy isoflavones genistein and zearalenone increased luciferase activity, thus suggesting a functional role for the half-estrogen responsive elements of the seladin-1 gene. Our data provide for the first time a direct demonstration that seladin-1 may be considered a fundamental mediator of the neuroprotective effects of estrogen."
Tamoxifen,caspase-3 activation,"BACKGROUND Drug resistance is a major concern in cancer therapy. Here, we investigate the clinical potential of the second mitochondria-derived activator of caspase Smac/DIABLO in enhancing the apoptosis-inducing potential of commonly used anticancer drugs paclitaxel, doxorubicin, etoposide, tamoxifen, irradiation and TRAIL in breast carcinoma.   METHODS Breast cancer cells were overexpressed with Smac/DIABLO gene full-length or Delta55 Smac/DIABLO or treated with Smac/DIABLO peptide to enhance the apoptosis-inducing potential of chemotherapeutic drugs and irradiation, and sensitize TRAIL-resistant cells. Cell viability and apoptosis were measured by XTT assay and DAPI staining, respectively. Protein-protein interaction was determined by immunoprecipitation followed by the Western blot analysis.   RESULTS Overexpression of Smac/DIABLO gene full-length or Delta55 Smac/DIABLO or treatment with Smac/DIABLO peptide enhances apoptosis induced by paclitaxel, doxorubicin, etoposide, tamoxifen, and irradiation in breast cancer cells. Overexpression of Smac/DIABLO resulted in an increased interaction of Smac/DIABLO with IAPs, which correlated with an increase in caspase-3 activity and apoptosis. Furthermore, Smac/DIABLO sensitized TRAIL-resistant breast cancer cell lines to undergo apoptosis through caspase-3 activation. These data suggest that apoptotic events down-stream of mitochondria were intact in TRAIL-resistant cells since ectopic expression of Smac/DIABLO or pretreatment of cells with Smac/DIABLO peptide completely restored TRAIL sensitivity.   CONCLUSION The ability of Smac/DIABLO agonists to enhance the apoptosis-inducing potential of chemotherapeutic drugs and irradiation, and sensitize TRAIL-resistant tumor cells suggests that Smac/DIABLO may induce fundamental alterations in cell signaling pathways. Thus, Smac/DIABLO agonists can be used as promising new candidates for cancer treatment by potentiating cytotoxic therapies."
Tamoxifen,caspase-3 activation,"The purpose of this study was to enhance our understanding of the mechanisms of neuronal death after focal cerebral ischemia and the neuroprotective effects of tamoxifen TMX. The phosphorylation state of 31 protein kinases/signaling proteins and superoxide anion O2- production in the contralateral and ipsilateral cortex was measured after permanent middle cerebral artery occlusion pMCAO in ovariectomized rats treated with placebo or TMX. The study revealed that pMCAO modulated the phosphorylation of a number of kinases/proteins in the penumbra at 2 h after pMCAO. Of significant interest, phospho-ERK1/2 pERK1/2 was elevated significantly after pMCAO. TMX attenuated the elevation of pERK1/2, an effect correlated with reduced infarct size. In situ detection of O2- production showed a significant elevation at 1-2 h after pMCAO in the ischemic cortex with enhanced oxidative damage detected at 24 h. ERK activation may be downstream of free radicals, a suggestion supported by the findings that cells positive for O2- had high pERK activation and that a superoxide dismutase SOD mimetic, tempol, significantly attenuated pERK activation after MCAO. TMX treatment significantly reduced the MCAO-induced elevation of O2- production, oxidative damage, and proapoptotic caspase-3 activation. Additionally, pMCAO induced a significant reduction in the levels of manganese SOD MnSOD, which scavenge O2-, an effect largely prevented by TMX treatment, thus providing a potential mechanistic basis for the antioxidant effects of TMX. As a whole, these studies suggest that TMX neuroprotection may be achieved via an antioxidant mechanism that involves enhancement of primarily MnSOD levels, with a corresponding reduction of O2- production, and downstream kinase and caspase-3 activation."
Tetracycline,caspase-3 activation,"Alpha-synuclein -syn is a major component of Lewy bodies found in sporadic and inherited forms of Parkinsons disease PD. Mutations in the gene encoding -syn and duplications and triplications of wild-type WT -syn have been associated with PD. Several mechanisms have been implicated in the degeneration of dopaminergic neurons in PD, including oxidative stress and mitochondrial dysfunction. Here we defined the occurrence of oxidative stress in SH-SY5Y cells overexpressing WT -syn in a doxycycline Dox regulated manner, before and after exposure to iron 500 M, and determined the changes in proteins involved in the intracellular antioxidant defense system. Data evidenced an increase in caspase-3 activation and diminished reducing capacity of -Dox cells, associated with decreased activity of mitochondria complex I and reduced mitochondrial transcription factor A TFAM levels in these cells. Furthermore, total and mitochondrial reactive oxygen species levels were higher under basal conditions in cells overexpressing -syn -Dox and this increase was apparently correlated with diminished levels and activities of SOD1 and SOD2 in -Dox cells. Moreover, both reduced and oxidized glutathione levels were diminished in -Dox cells under basal conditions, concomitantly with decreased activity of GCL and reduced protein levels of GCLc. The effects caused by iron 500 M were mostly independent of -syn expression and triggered different antioxidant responses to possibly counterbalance higher levels of free radicals. Overall, data suggest that overexpression of -syn modifies the antioxidant capacity of SH-SY5Y cells due to altered activity and protein levels of SOD1 and SOD2, and decreased glutathione pool."
Tetracycline,caspase-3 activation,"PURPOSE To evaluate the possible role of caspase-3 in retinal photic injury, and to investigate whether minocycline can ameliorate light-induced photoreceptor degeneration.   METHODS Retinal photic injury was induced in rats by exposure to intense light. Expression of caspase-3 was studied using Western blot analysis, immunohistochemical staining and enzyme activity assay. Apoptotic photoreceptor cells were detected by the TdT-dUTP terminal nick-end labeling TUNEL method. Minocycline 15, 30 or 45 mg/kg was administered before or after photic injury in rats randomly assigned to pretreatment and posttreatment groups. Minocycline and vehicle-treated retinas subjected to photic injury were compared with respect to Western blotting, enzyme activity assay, quantitative counts of TUNEL stains, morphometry of the outer nuclear layer ONL thickness and histopathological examination.   RESULTS After light exposure, active caspase-3 and poly-adenosine diphosphate-ribose-polymerase were upregulated in the retinas and increased caspase-3 immunoreactivity was observed in the ONL. Caspase-3 enzyme activity increased in the retinas that underwent photic injury, and this increase was significantly reduced in minocycline pretreated 30 and 45 mg/kg and posttreated 45 mg/kg groups. Intraperitoneal administration of minocycline before or after photic injury in rats also resulted in less TUNEL-positive photoreceptors, as assessed by the quantitative TUNEL counts. The degree of retinal degeneration, measured by the ONL thickness 14 days after photic injury, was significantly improved in minocycline pretreatment 45 mg/kg rats.   CONCLUSIONS We demonstrate that increased caspase-3 activities localize specifically within the ONL after photic injury, and that minocycline partially inhibits caspase-3 activation and photoreceptor degeneration in this animal model."
Tetracycline,caspase-3 activation,"OBJECTIVES We have previously demonstrated that hepatic matrixmetalloproteinase MMP-9 and gelatinase activity increased significantly after sepsis, and pretreatment with chemically modified tetracycline CMT-3 inhibited these expressions and improved survivability. It has been established that MMP-9 release from hepatic nonparenchymal cells activates transforming growth factor TGF-beta1, which in turn catalyzes the conversion of procaspase-8 into active caspase-8. Caspase-8 activates caspase-3, which in turn degrades fibronectin and focal adhesion kinase and leads to disruption of hepatic architecture and integrity. We have been interested in investigating the role of posttreatment with CMT-3 on hepatic MMP-9, TGF-beta1, and caspase-3 activity following sepsis.   DESIGN Laboratory experiment.   SETTING University laboratory.   SUBJECTS Male Sprague-Dawley rats.   INTERVENTIONS In this study, sepsis was induced in rats by cecal ligation and puncture CLP, and 2 hrs later, half of the rats received CMT-3 25 mg/kg, whereas the other half received vehicle by gavage. Twenty-four and 48 hrs after sepsis induction, blood and liver samples were collected.   MEASUREMENTS AND MAIN RESULTS Plasma glutamic oxaloacetic transaminase GOT and glutamic pyruvic transaminase GPT levels were determined by enzymatic method, and the activation states of hepatic MMP-9, MMP-2, tissue inhibitor of metalloproteinase TIMP-1, TGF-beta1, and caspase-3 were determined by Western immunoblotting. Plasma GOT, GPT, and hepatic MMP-9 activity increased 2.5-fold, and TFG-beta1 and caspase-3 activity increased 1.5- to 2-fold at 24 hrs and 48 hrs post-CLP CMT-3 treatment blocked these increases. Furthermore, CMT-3 treatment also led to increased TIMP-1 level, an in vivo inhibitor of MMP-9. MMP-2 level was unaffected by CLP. The 24-hr and 48-hr mortality rates for CLP rats were 29 and 50, whereas posttreatment with CMT-3 resulted in 0 mortality.   CONCLUSIONS Our results are consistent with an MMP-9-induced caspase-3 activation in response to CLP. CMT-3 posttreatment increased TIMP-1 level and thereby inhibited MMP-9, which in turn decreased TGF-beta1 and caspase-3 signaling pathways and improved survivability in septic rats."
Tetracycline,caspase-3 activation,"Transforming growth factor TGF-beta1 is an essential regulatory cytokine that has been implicated in the pathogenesis of diverse facets of the injury and repair responses in the lung. The types of responses that it elicits can be appreciated in studies from our laboratory that demonstrated that the transgenic Tg overexpression of TGF-beta1 in the murine lung causes epithelial apoptosis followed by fibrosis, inflammation, and parenchymal destruction. Because a cyclin-dependent kinase inhibitor, p21, is a key regulator of apoptosis, we hypothesized that p21 plays an important role in the pathogenesis of TGF-beta1-induced tissue responses. To test this hypothesis we evaluated the effect of TGF-beta1 on the expression of p21 in the murine lung. We also characterized the effects of transgenic TGF-beta1 in mice with wild-type and null mutant p21 loci. These studies demonstrate that TGF-beta1 is a potent stimulator of p21 expression in the epithelial cells and macrophages in the murine lung. They also demonstrate that TGF-beta1-induced lung inflammation, fibrosis, myofibroblast accumulation, and alveolar destruction are augmented in the absence of p21, and that these alterations are associated with exaggerated levels of apoptosis and caspase-3 activation. Finally, our studies further demonstrated that TGF-beta1 induces p21 via a TNF-alpha-signaling pathway and that p21 is a negative modulator of TGF-beta1-induced TNF-alpha expression. Collectively, our studies demonstrate that p21 regulates TGF-beta1-induced apoptosis, inflammation, fibrosis, and alveolar remodeling by interacting with TNF-alpha-signaling pathways."
Tetracycline,caspase-3 activation,"We investigated mechanisms of cytotoxicity induced by doxycycline doxy and minocycline mino in the chronic myeloid leukemia K562 cell line. Doxy and mino induced cell death in exposure-dependent manner. While annexin V/propidium iodide staining was consistent with apoptosis, the morphological changes in Giemsa staining were more equivocal. A pancaspase inhibitor Z-VAD-FMK partially reverted cell death morphology, but concurrently completely prevented PARP cleavage. Mitochondrial involvement was detected as dissipation of mitochondrial membrane potential and cytochrome C release. DNA double strand breaks detected with H2AX antibody and caspase-2 activation were found early after the treatment start, but caspase-3 activation was a late event. Decrement of Bcl-xL protein levels and electrophoretic shift of Bcl-xL molecule were induced by both drugs. Phosphorylation of Bcl-xL at serine 62 was ruled out. Similarly, Bcr/Abl tyrosine kinase levels were decreased. Lysosomal inhibitor chloroquine restored Bcl-xL and Bcr/Abl protein levels and inhibited caspase-3 activation. Thus, the cytotoxicity of doxy and mino in K562 cells is mediated by DNA damage, Bcl-xL deamidation and lysosomal degradation with activation of mitochondrial pathway of apoptosis."
Tetracycline,caspase-3 activation,"Intracranial hemorrhage in preterm neonates may result in neonatal mortality and functional disabilities, but its pathogenic mechanisms are poorly defined and better therapies are needed. We used a tetracycline-regulated transgenic system to test whether the induction of vascular endothelial growth factor VEGF in the germinal matrix leads to intracranial hemorrhage. This genetic strategy initially induced a dense network of loosely adjoined endothelial cells and pericytes near lateral ventricles, similar to the immature vascular rete in human fetal brains. Yet, this rich vascular network transformed into low-vasculature patches correlated with hemorrhage and caspase-3 activation near birth. Gene expression and biochemical analyses suggested that downstream mediators of VEGF in this network include transcriptional factors ETS1 and HIF2 hypoxia-inducible factor 2, components of the PDGF platelet-derived growth factor  and TGF transforming growth factor- receptor signaling pathways, matrix metalloproteinase-9 MMP-9, and cathepsins. Prenatal administration of glucocorticoids markedly reduced mortality and cerebral hemorrhage in mutant animals, as in human neonates. This protective effect was not due to blocking vasculogenesis, but was instead associated with inhibition of neurovascular proteases, notably MMP-9, cathepsin B, and caspase-3. Collectively, these results support a causative role of VEGF in perinatal cerebral hemorrhage and implicate its downstream proteases as potential therapeutic targets."
Tetracycline,caspase-3 activation,"We previously demonstrated that alkyl gallates coupled to triphenylphosphine have a selective and efficient antiproliferative effect by inducing mitochondrial uncoupling in vitro due to the increased mitochondrial transmembrane potential of tumor cells. Therefore, in this work, the in vivo antitumor activities of alkyl gallate triphenylphosphonium derivatives TPPC8, TPPC10 and TPPC12 were evaluated in a syngeneic murine model of breast cancer. We found that TPPC10 increased the cytosolic ADP/ATP ratio and significantly increased the AMP levels in a concentration-dependent manner in TA3/Ha murine mammary adenocarcinoma cells. Interestingly, TPPC10 induced a decrease in the levels of cellular proliferation markers and promoted caspase-3 activation in tumor-bearing mice. Additionally, TPPC10 inhibited tumor growth in the syngeneic mouse model. Importantly, 30days of intraperitoneal i.p. administration of the combination of TPPC10 10mg/kg/48h and the antibiotic doxycycline 10mg/kg/24h completely eliminated the subcutaneous tumor burden in mice n=6, without any relapses at 60days post-treatment. This enhancement of the individual activities of TPPC10 and doxycycline is due to the uncoupling of oxidative phosphorylation by TPPC10 and the inhibition of mitochondrial biogenesis by doxycycline, as demonstrated by loss of mitochondrial mass and overexpression of PGC1- as an adaptive response. Moreover, i.p. administration of TPPC10 10mg/kg/24h to healthy mice did not produce toxicity or damage in organs important for drug metabolism and excretion, as indicated by hematological, biochemical and histological assessments. These findings suggest that the combination of TPPC10 with doxycycline is a valuable candidate therapy for breast cancer management."
Tetracycline,caspase-3 activation,"Considering that several pathways leading to cell death are activated in cerebral ischemia, we tested in mouse models of transient and permanent ischemia a drug cocktail aiming at distinct pharmacological targets during the evolution of ischemic injury. It consists of minocycline--an antibiotic with anti-inflammatory properties, riluzole--a glutamate antagonist, and nimodipine--a blocker of voltage-gated calcium channels. Administered 2 h after transient or permanent MCAO, it significantly decreased the size of infarction, by approximately 65 after transient and approximately 35 after permanent ischemia and markedly improve clinical recovery of mice. In both experimental models a three-drug cocktail achieved significantly more efficient neuroprotection than any of the components tested alone. However, some interesting observation emerged from the single-drug studies. Treatment with minocycline alone was efficient in both experimental models while treatment with glutamate antagonist riluzole conferred neuroprotection only after transient MCAO. Immunohistochemical analysis following three-drug treatment revealed reduced microglia/macrophages and caspase-3 activation as well as preserved GFAP immunoreactivity following transient ischemia. No detectable differences in the levels of Mac-2, GFAP and caspase-3 immunoreactivities were observed 72 h after permanent MCAO. These marked differences in the brain tissue responses to ischemic injury and to treatments suggest that different pathological mechanisms may be operating in transient and permanent ischemia. However, the three-drug cocktail exerted significant neuroprotection in both experimental models thus demonstrating that simultaneous targeting of several pathophysiological pathways involved in the evolution of ischemic injury may represent a rational therapeutic strategy for stroke."
Tetracycline,caspase-3 activation,"The aims of this study were to assess that the effects of bone marrow mesenchymal stem cells BMSCs combination with minocycline improve spinal cord injury SCI in rat model. In the present study, the Wistar rats were randomly divided into five groups control group, SCI group, BMSCs group, Minocycline group and BMSCs  minocycline group. Basso, Beattie and Bresnahan BBB test and MPO activity were used to assess the effect of combination therapy on locomotion and neutrophil infiltration. Inflammation factors, VEGF and BDNF expression, caspase-3 activation, phosphorylation-p38MAPK, proNGF, p75NTR and RhoA expressions were estimated using commercial kits or western blot, respectively. BBB scores were significantly increased and MPO activity was significantly undermined by combination therapy. In addition, combination therapy significantly decreased inflammation factors in SCI rats. Results from western blot showed that combination therapy significantly up-regulated the protein of VEGF and BDNF expression and down-regulated the protein of phosphorylation-p38MAPK, proNGF, p75NTR and RhoA expressions in SCI rats. Combination therapy stimulation also suppressed the caspase-3 activation in SCI rats. These results demonstrated that the effects of bone marrow mesenchymal stem cells combination with minocycline improve SCI in rat model."
Tetracycline,caspase-3 activation,"This study aimed to elucidate the protective effect of minocycline against streptomycin-induced damage of cochlear hair cells and its mechanism. Cochlear membranes were isolated from newborn Wistar rats and randomly divided into control, 500mol/L streptomycin, 100mol/L minocycline, and streptomycin and minocycline treatment groups. Hair cell survival was analyzed by detecting the expression of 3-nitrotyrosine 3-NT in cochlear hair cells by immunofluorescence and an enzyme-linked immunosorbent assay. Expression of 3-NT and inducible nitric oxide synthase iNOS, and poly ADP-Ribose polymerase PARP and caspase-3 activation were evaluated by western blotting. The results demonstrated hair cell loss at 24h after streptomycin treatment. No change was found in supporting cells of the cochleae. Minocycline pretreatment improved hair cell survival and significantly reduced the expression of iNOS and 3-NT in cochlear tissues compared with the streptomycin treatment group. PARP and caspase-3 activation was increased in the streptomycin treatment group compared with the control group, and pretreatment with minocycline decreased cleaved PARP and activated caspase-3 expression. Minocycline protected cochlear hair cells from injury caused by streptomycin in vitro. The mechanism underlying the protective effect may be associated with the inhibition of excessive formation of nitric oxide, reduction of the nitration stress reaction, and inhibition of PARP and caspase-3 activation in cochlear hair cells. Combined minocycline therapy can be applied to patients requiring streptomycin treatment."
Tetracycline,caspase-3 activation,"Fetal alcohol spectrum disorders FASD are caused by ethanol exposure during the pregnancy and is the leading cause of mental retardation. Ethanol exposure during the development results in the loss of neurons in the developing brain, which may underlie many neurobehavioral deficits associated with FASD. It is important to understand the mechanisms underlying ethanol-induced neuronal loss and develop appropriate therapeutic strategies. One of the potential mechanisms involves neuroimmune activation. Using a third trimester equivalent mouse model of ethanol exposure, we demonstrated that ethanol induced a wide-spread neuroapoptosis, microglial activation, and neuroinflammation in C57BL/6 mice. Minocycline is an antibiotic that inhibits microglial activation and alleviates neuroinflammation. We tested the hypothesis that minocycline may protect neurons ethanol-induced neuron death by inhibiting microglial activation and neuroinflammation. We showed that minocycline significantly inhibited ethanol-induced caspase-3 activation, microglial activation, and the expression of pro-inflammatory cytokines. In contrast, minocycline reversed ethanol inhibition of anti-inflammatory cytokines. Minocycline blocked ethanol-induced activation of GSK3, a key mediator of neuroinflammation and microglial activation in the developing brain. Consistent with the in vivo observations, minocycline inhibited ethanol-induced the expression of pro-inflammatory cytokines and activation of GSK3 in a microglia cell line SIM-9. GSK3 inhibitor eliminated ethanol activation of pro-inflammatory cytokines in SIM-9 cells. Co-cultures of cortical neurons and SIM-9 microglia cells sensitized neurons to alcohol-induced neuronal death. Minocycline protected neurons against ethanol-induced neuronal death in neurons/microglia co-cultures. Together, these results suggest that minocycline may ameliorate ethanol neurotoxicity in the developing by alleviating GSK3-mediated neuroinflammation."
Tetracycline,COX-2 inhibition,"The role of cyclooxygenase-2 COX-2 in cardiovascular biology remains controversial. Although COX-2 has been reported to mediate the protective actions of late preconditioning, other studies show that it is also an important mediator of inflammation, toxic shock, and apoptosis, resulting in significant dysfunction and injury in several tissues. To determine whether increased myocardial COX-2, in itself, is protective, cardiac-specific, inducible Tet-off COX-2 transgenic iCOX-2 TG mice were generated by crossbreeding -MyHC-tTA transgenic mice tetracycline transactivator tTA with CMV/TRE-COX-2 transgenic mice. Three months after COX-2 induction, mice were subjected to a 30-min coronary occlusion and 24 h of reperfusion. Three different lines L5, L7, and L8 of iCOX-2 TG mice were studied in all three lines, infarct size was markedly reduced compared with WT mice L5 TG/TG 23.4  5.8 vs. WT/WT 48.5  6.1 of risk region L7 TG/TG 23.2  6.2 vs. WT/WT 53.3  3.6 and L8 TG/TG 23.5  2.8 vs. WT/WT 52.7  4.6 P lt 0.05 for each. COX-2 inhibition with NS-398 completely abolished the cardioprotection provided by COX-2 overexpression. This study for the first time utilizes an inducible cardiac-specific COX-2 overexpression system to examine the role of this enzyme in ischemia/reperfusion injury in vivo. We demonstrate that induced cardiac-specific overexpression of COX-2 exerts a potent cardioprotective effect against myocardial infarction in mice, and that chronic COX-2 overexpression is not associated with any apparent deleterious effects. We also show that PGE2 levels are upregulated in COX-2 overexpressing cardiac tissue, confirming increased enzyme activity. Finally, we have developed a valuable genetic tool to further our understanding of the role of COX-2 in ischemia/reperfusion injury and other settings. The concept that COX-2 is chronically protective has important therapeutic implications for studies of long-term gene therapy aimed at increasing myocardial COX-2 content as well as other COX-2- based strategies."
Tetracycline,caspase-3 activation,"Alzheimers disease AD is characterized by the presence of neurofibrillary tangles of hyperphosphorylated, aggregated tau protein and extracellular deposits of beta-amyloid peptide. Increased beta-amyloid levels are thought to precede tangle formation, but tau pathology is more closely related to neuronal death. Minocycline, a tetracycline derivative, has potent antiinflammatory, antiapoptotic, and neuroprotective effects in several models of neurodegenerative disease, including models of AD with amyloid pathology. We have used both in vitro and in vivo models of AD to determine whether minocycline may have therapeutic efficacy against tau pathology. In primary cortical neurons, minocycline prevents beta-amyloid-induced neuronal death, reduces caspase-3 activation, and lowers generation of caspase-3-cleaved tau fragments. Treatment of tangle-forming transgenic mice htau line with minocycline results in reduced levels of tau phosphorylation and insoluble tau aggregates. The in vivo effects of minocycline are also associated with reduced caspase-3 activation and lowered tau cleavage by caspase-3. In tau mice, we find that conformational changes in tau are susceptible to minocycline treatment, but are not directly associated with the amount of tau fragments produced, highlighting a dissociation between the development of these pathological tau species. These results suggest a possible novel therapeutic role for minocycline in the treatment of AD and related tauopathies."
Tetracycline,caspase-3 activation,"Neonatal hypoxia-ischemia HI is a major contributor to many neurological, psychiatric and behavioral disorders. Previous studies in our laboratory have shown that a one-time dose of doxycycline DOXY, even when given 3h after HI insult, was neuroprotective and significantly reduced microglial activation and cleaved caspase-3 protein expression in the immature brain. In light of these data, the goal of this study was to investigate the effects of DOXY administration on amino acid neurotransmitters. Post-natal-day 7 rats received DOXY 10mg/kg or vehicle VEH concomitant with the onset of HI, and were euthanized 30 min, 1, 2 or 4h post-HI ngtor=6. Extracted brains were either immediately dissected for frontal cortex, striatum and hippocampal regions, or removed in their entirety and flash frozen in isopentane for histological analyses. Dissected regions were homogenized and aliquots were prepared for high performance liquid chromatography HPLC analyses of amino acid levels and brain levels of DOXY. HPLC extraction revealed that systemic administration of DOXY resulted in mean drug levels of 867.1/-376.1 ng/g of brain tissue. Histological analyses revealed microglial activation, caspase-3 activation and neuronal degeneration consistent with a mild injury in the regions most vulnerable to HI. We found that HI caused significant, time-dependent, regional changes in brain amino acids including glutamate, GABA, alanine, aspartate, asparagine, serine, glutamine, glycine and taurine. HI significantly increased glutamate levels in the hippocampus HIVEH=15.8/-3.1 ng/microg versus control=11.8/-1.4 ng/microg protein 4h post-HI plt0.05. Pups treated with DOXY had lower glutamate levels 13.1/-2.4 ng/microg when compared to VEH-treated pups 15.8/-3.1 ng/microg, however these values failed to reach significance. In addition, DOXY-treated pups had significantly lower alanine HIVEH=1.1/-0.2 ng/microg versus HIDOXY=0.50.1 ng/microg and serine HIVEH=1.4/-0.4 ng/microg versus HIDOXY=0.70.1 ng/microg levels in the hippocampus, 4h post-HI. Similar normalizations and significant reductions in alanine and serine were seen in the cortex and striatum. These results show that in addition to its previously reported and well-documented anti-inflammatory and anti-apoptotic properties, DOXY has significant effects on amino acid neurotransmitters."
Tetracycline,COX-2 inhibition,"The oncogenic hepatitis B virus X protein HBx and cyclooxygenase COX-2 are highly co-expressed in chronic hepatitis, cirrhosis and well-differentiated hepatocellular carcinoma HCC. Although HBx is shown to activate COX-2, the functional consequences of this interaction in hepatocarcinogenesis remain unknown. Using an engineered hepatoma cell system in which the expression of wild-type p53 can be chemically modulated, we show here that COX-2 mediates HBx actions in opposing p53. Enforced expression of HBx sequestrates p53 in the cytoplasm and significantly abolishes p53-induced apoptosis. The anti-apoptotic Mcl-1 protein is suppressed by p53 but reactivated by HBx. The abrogation of apoptosis is completely reversed by specific COX-2 inhibition, suggesting that HBx blocks p53-induced apoptosis via activation of COX-2/PGE2 pathway. We further show that COX-2 inhibition blocks HBx reactivation of Mcl-1, linking this protein to the anti-apoptotic function of COX-2. These results demonstrate that COX-2 is an important survival factor mediating the oncogenic actions of HBx. Over-expression of HBx and COX-2 may provide a selective clonal advantage for preneoplastic or neoplastic hepatocytes and contribute to the initiation and progression of HCC."
Tetracycline,EGFR signaling pathway,"Although lung cancer patients harboring EGFR mutations benefit from treatment with EGFR-tyrosine kinase inhibitors EGFR-TKI, most of them rapidly relapse. RHOB GTPase is a critical player in both lung carcinogenesis and the EGFR signaling pathway therefore, we hypothesized that it could play a role in the response to EGFR-TKI In a series of samples from EGFR-mutated patients, we found that low RHOB expression correlated with a good response to EGFR-TKI treatment while a poor response correlated with high RHOB expression 15.3 versus 5.6 months of progression-free survival. Moreover, a better response to EGFR-TKI was associated with low RHOB levels in a panel of lung tumor cell lines and in a lung-specific tetracycline-inducible EGFRL858R transgenic mouse model. High RHOB expression was also found to prevent erlotinib-induced AKT inhibition in vitro and in vivo Furthermore, a combination of the new-generation AKT inhibitor G594 with erlotinib induced tumor cell death in vitro and tumor regression in vivo in RHOB-positive cells. Our results support a role for RHOB/AKT signaling in the resistance to EGFR-TKI and propose RHOB as a potential predictor of patient response to EGFR-TKI treatment."
Tetracycline,caspase-3 activation,"Arsenic trioxide, an acute promyelocytic leukemia chemotherapeutic, may be an efficacious treatment for other cancers. Understanding the mechanism as well as genetic and molecular characteristics associated with sensitivity to arsenite-induced cell death is key to providing effective chemotherapeutic usage of arsenite. Arsenite sensitivity correlates with deficient p53 pathways in multiple cell lines. The role of p53 in preventing arsenite-induced mitotic arrest-associated apoptosis MAAA, a form of mitotic catastrophe, was examined in TR9-7 cells, a model cell line with p53 exogenously regulated in a tetracycline-off expression system. Arsenite activated G1 and G2 cell cycle checkpoints independently of p53, but mitotic catastrophe occurred preferentially in p53- cells. Cyclin B/CDC2CDK1 stabilization and caspase-3 activation persisted in arsenite-treated p53- cells consistent with MAAA/mitotic catastrophe. N-Benzyloxycarbonyl-Val-Ala-Asp-fluoromethyl ketone, a pan-caspase inhibitor, completely abolished arsenite-induced MAAA/mitotic catastrophe and greatly increased the mitotic index. WEE1 and p21CIP1/WAF1 inhibit cyclin B/CDC2 by CDC2 tyrosine-15 phosphorylation and direct binding, respectively. CDC2-Y15-P was transiently elevated in arsenite-treated p53 cells but persisted in p53- cells. Arsenite induced p53-S15-P and p21CIP1/WAF1 only in p53 cells. P21CIP1/WAF1-siRNA-treated p53 cells were similar to p53- cells in mitotic index and cell cycle protein levels. p53-inducible proteins GADD45alpha and 14-3-3sigma are capable of inhibiting cyclin B/CDC2 but did not play a p53-dependent role in mitotic escape in TR9-7 cells. The data indicate that p53 mediates cyclin B/CDC2 inactivation and mitotic release directly via p21CIP1/WAF1 induction."
Tetracycline,caspase-3 activation,"It has been reported that expression of Bax by Tet-On system induces apoptosis in Jurkat cells. The parental Jurkat cells have mutation of Bax gene and do not express Bax protein. Wild-type Bax-bearing cells express endogenous Bax protein and it is still unclear whether overexpression of Bax alone can sufficiently induce apoptosis in these cells in the absence of any cytotoxic stimulus. To investigate this, wild-type Bax-bearing K562 cells were transfected with Tet-On Bax-inducible system pTet-On and pTRE-Bax plasmids, and Bax-inducible stable cell lines were established. Overexpression of Bax in wild-type Bax-bearing K562 cells without any cyctotoxic signal resulted in increase of apoptotic cells, caspase-3 activation, mitochondrial release of cytochrome c, and mitochondrial membrane potential change. Western blotting and confocal microscopy revealed that overexpression of Bax was detected in mitochondria. A pancaspase inhibitor, zVAD-fmk, which has no effect on mitochondrial cytochrome c release and mitochondrial membrane potential change inhibited the apoptotic events in the presence of overexpressed Bax in mitochondria. These findings suggest that Bax protein, when present above a threshold level, is sufficient to trigger an apoptosis cascade, and its initiation requires simultaneous caspase activation probably not mediated by mitochondrial cytochrome c release and mitochondrial membrane potential change in K562 cells."
